NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
1307	1000101	◊ hash-diamond-capital-sign-bk	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=„45""></tspan>x
  </text>
</svg>"
1308	000101	√ validation-radical-traffic-sign	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30“></tspan>x o x
    <tspan x=""10"" y=""45""></tspan>
  </text>000101
</svg>"
1309	110011	, comma-mim-txt	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x
    <tspan x=""10"" y=""45""></tspan>
  </text>110011
</svg>"
1310	010101	. dot-aaa	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o x
    <tspan x=""10"" y=""45""></tspan>
  </text>010101
</svg>"
1311	101010	"; semicolon-nnn"	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>101010
</svg>"
1312	111000	: double-dot-mb	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=""45""></tspan>
  </text>111000
</svg>"
1313	00 00 	∞ repeat-ii-infinity	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o
    <tspan x=""10"" y=„30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;“>o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00 00
</svg>"
1314	000	— pause-traffic-sign	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>000
</svg>"
1315	01000	… wait-as-horizontal-ellipse	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o o
    <tspan x=""10"" y=""45""></tspan>
  </text>01000
</svg>"
1316	001101	_ low-line-uk	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;“>o o x
    <tspan x=""10"" y=„30""></tspan>x o x
    <tspan x=""10"" y=""45""></tspan>
  </text>001101
</svg>"
1317	100001	- en-dash-from-inverted-minus-tht	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o o x
    <tspan x=""10"" y=""45""></tspan>
  </text>100001
</svg>"
1318	1000101 100001	– en-dash-from-inverted-minus-tht	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o o x
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 10001
</svg>"
1319	110011	„ quotation-shift-2	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x x
    <tspan x=""10"" y=""45""></tspan>
  </text>110011
</svg>"
1320	010010	« quote-double-open-alt-q	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>010010
</svg>"
1321	1000101 010010	» quote-double-close-alt-shift-q	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 010010
</svg>"
1322	1000101 1011	¥ Yen Currency	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 1011
</svg>"
1323	111111 10101	≤ smaller equal	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>o x
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 10101
</svg>"
1324	00000000 0 01010	≥ bigger equal	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 01010
</svg>"
1325	111111 1001	≈ almost equal to	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 1001
</svg>"
1326	111111 10	~ Tilde	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 10
</svg>"
1327	111111 1010	ç Small C with cedilla	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 1010
</svg>"
1328	00000000 0 1010	Ç Big C with cedilla	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 1010
</svg>"
1329	10101 010010	‹ SINGLE LEFT-POINTING ANGLE QUOTATION MARK	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>o x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>10101 010010
</svg>"
1330	01010 010010	› SINGLE Right-POINTING ANGLE QUOTATION MARK	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>01010 010010
</svg>"
1331	111111 11	µ micro sign	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30“></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 11
</svg>"
1332	00000000 0 010101	÷ Division sign	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>x o x
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 010101
</svg>"
1333	111111 01	å Small letter a with ring above	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 01
</svg>"
1334	00000000 0 10	Å big letter a with ring above	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 10
</svg>"
1335	111111 1000	∫ integral	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 1000
</svg>"
1336	111111 0010	ƒ small letter F with Hook	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 0010
</svg>"
1337	111111 100	∂ PARTIAL DIFFERENTIAL	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 100
</svg>"
1338	00000000 0 1001	Ù CAPITAL LETTER U WITH GRAVE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 1001
</svg>"
1339	00000000 0 0000	Ó CAPITAL LETTER O WITH ACUTE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 0000
</svg>"
1340	00000000 0 100	™ TRADE MARK SIGN	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 100
</svg>"
1341	00000000 0 000	Í CAPITAL LETTER I WITH ACUTE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 000
</svg>"
1342	00000000 0 0010	Ï CAPITAL LETTER I WITH DIAERESIS	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 0010
</svg>"
1343	00000000 0 110	Ì CAPITAL LETTER I WITH GRAVE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 110
</svg>"
1344	111111 110	© Copyright sign	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 110
</svg>"
1345	111111 101	∆ INCREMENT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 101
</svg>"
1346	00000000 0 101	ˆ MODIFIER LETTER CIRCUMFLEX ACCENT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 101
</svg>"
1347	00000000 0 0100	ﬂ SMALL LIGATURE FL	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 0100
</svg>"
1348	111111 1110	œ SMALL LIGATURE OE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 1110
</svg>"
1349	00000000 0 1110	Œ big LIGATURE OE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 1110
</svg>"
1350	111111 0101	æ SMALL LETTER AE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 0101
</svg>"
1351	00000000 0 0101	Æ big LETTER AE	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o o
    <tspan x=""10"" y=„45""></tspan>o o o
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>x
    <tspan x=""10"" y=""45""></tspan>
  </text>00000000 0 0101
</svg>"
1352	1000101 011110	LEFT & Right SINGLE QUOTATION MARK	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x x
    <tspan x=""10"" y=„30""></tspan>x x o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 011110
</svg>"
1353	010010	„ LEFT Double QUOTATION MARK	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>010010
</svg>"
1354	1000101 010010	“ Right double QUOTATION MARK	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 010010
</svg>"
1355	10110 00000	ﬁ SMALL LIGATURE FI	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=„30""></tspan>o o
    <tspan x=""10"" y=""45""></tspan>
  </text>10110 00000
</svg>"
1356	1000101 000	$ Dollar currency	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o o o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 000
</svg>"
1357	1000101 1010	¢ cent sign	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 1010
</svg>"
1358	1000101 0100	£ Pound currency	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 0100
</svg>"
1359	10110 11100	˜ small tilde	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>o o
    <tspan x=""10"" y=""45""></tspan>
  </text>10110 11100
</svg>"
1360	10110 11111	¯ macron	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o x
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x
    <tspan x=""10"" y=""45""></tspan>
  </text>10110 11111
</svg>"
1361	1000101 11111	˚ ring above	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 11111
</svg>"
1362	10010 110011	´ ACUTE ACCENT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x x
    <tspan x=""10"" y=""45""></tspan>
  </text>10010 110011
</svg>"
1363	10010 110011	` GRAVE ACCENT	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>x o
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">x x o
    <tspan x=""10"" y=„30""></tspan>o x x
    <tspan x=""10"" y=""45""></tspan>
  </text>10010 110011
</svg>"
1364	1000101 011110	‘ left single Quote / Apostrophe	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x x
    <tspan x=""10"" y=„30""></tspan>x x o
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 011110
</svg>"
1365	010010	« LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>010010
</svg>"
1366	010010	» right-POINTING DOUBLE ANGLE QUOTATION MARK	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>010010
</svg>"
1367	111111 011	∑ N-ARY SUMMATION	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x x
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 011
</svg>"
1368	010010	„ DOUBLE LOW-9 QUOTATION MARK	NewMorse++		"</svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>
  </text>010010
</svg>"
1369	1000101 0	€ Euro currency	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x o o
    <tspan x=""10"" y=„30""></tspan>o x o
    <tspan x=""10"" y=""45""></tspan>x
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=""fill:black;"">o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>1000101 0
</svg>"
1370	111111 010	® registered mark	NewMorse++		"<svg height=""55"" width=""55"">
  <text x=""10"" y=""15"" style=„fill:black;"">x x x
    <tspan x=""10"" y=„30""></tspan>x x x
    <tspan x=""10"" y=""45""></tspan>
  </text>
  </svg>
  <svg height=""55"" width=""55"">
 <text x=""10"" y=""15"" style=„fill:black;"">o x o
    <tspan x=""10"" y=""30""></tspan>
    <tspan x=""10"" y=""45""></tspan>
  </text>111111 010
</svg>"
